strat_name,opti,params_strat,sharpe
indicator_strat_creator,strat_optimizer,"{'momentum': 14, 'reg_method': 'poly'}",0.03
indicator_strat_creator,strat_optimizer,"{'momentum': 6, 'reg_method': 'logistic'}",0.06
indicator_strat_creator,strat_optimizer,"{'momentum': 7, 'reg_method': 'logistic'}",0.06
indicator_strat_creator,strat_optimizer,"{'momentum': 8, 'reg_method': 'no_regression'}",0.05
indicator_strat_creator,strat_optimizer,"{'momentum': 5, 'reg_method': 'no_regression'}",0.05
indicator_strat_creator,strat_optimizer,"{'momentum': 8, 'reg_method': 'no_regression'}",0.05
indicator_strat_creator,strat_optimizer,"{'momentum': 15, 'reg_method': 'logistic'}",0.03
indicator_strat_creator,strat_optimizer,"{'momentum': 11, 'reg_method': 'no_regression'}",0.02
indicator_strat_creator,strat_optimizer,"{'momentum': 8, 'reg_method': 'svr'}",0.04
indicator_strat_creator,strat_optimizer,"{'momentum': 12, 'reg_method': 'bayesian'}",0.03
indicator_strat_creator,strat_optimizer,"{'momentum': 9, 'reg_method': 'logistic'}",0.03
indicator_strat_creator,strat_optimizer,"{'momentum': 8, 'reg_method': 'elastic_net'}",0.04
indicator_strat_creator,strat_optimizer,"{'momentum': 14, 'reg_method': 'elastic_net'}",0.03
indicator_strat_creator,strat_optimizer,"{'momentum': 5, 'reg_method': 'svr'}",0.06
indicator_strat_creator,strat_optimizer,"{'momentum': 6, 'reg_method': 'elastic_net'}",0.05
indicator_strat_creator,strat_optimizer,"{'momentum': 12, 'reg_method': 'bayesian'}",0.03
indicator_strat_creator,strat_optimizer,"{'momentum': 10, 'reg_method': 'poly'}",0.04
indicator_strat_creator,strat_optimizer,"{'momentum': 7, 'reg_method': 'poly'}",0.05
indicator_strat_creator,strat_optimizer,"{'momentum': 13, 'reg_method': 'no_regression'}",0.02
indicator_strat_creator,strat_optimizer,"{'momentum': 12, 'reg_method': 'elastic_net'}",0.03
indicator_strat_creator,strat_optimizer,"{'momentum': 11, 'reg_method': 'ridge'}",0.02
indicator_strat_creator,strat_optimizer,"{'momentum': 10, 'reg_method': 'lasso'}",0.03
indicator_strat_creator,strat_optimizer,"{'momentum': 10, 'reg_method': 'lasso'}",0.03
indicator_strat_creator,strat_optimizer,"{'momentum': 7, 'reg_method': 'ridge'}",0.05
indicator_strat_creator,strat_optimizer,"{'momentum': 14, 'reg_method': 'elastic_net'}",0.03
indicator_strat_creator,strat_optimizer,"{'momentum': 15, 'reg_method': 'logistic'}",0.03
indicator_strat_creator,strat_optimizer,"{'momentum': 11, 'reg_method': 'bayesian'}",0.03
indicator_strat_creator,strat_optimizer,"{'momentum': 6, 'reg_method': 'linear'}",0.05
indicator_strat_creator,strat_optimizer,"{'momentum': 12, 'reg_method': 'poly'}",0.03
indicator_strat_creator,strat_optimizer,"{'momentum': 12, 'reg_method': 'ridge'}",0.02
indicator_strat_creator,strat_optimizer,"{'momentum': 11, 'reg_method': 'lasso'}",0.03
indicator_strat_creator,strat_optimizer,"{'momentum': 12, 'reg_method': 'no_regression'}",0.02
indicator_strat_creator,strat_optimizer,"{'momentum': 7, 'reg_method': 'poly'}",0.05
indicator_strat_creator,strat_optimizer,"{'momentum': 10, 'reg_method': 'logistic'}",0.03
indicator_strat_creator,strat_optimizer,"{'momentum': 8, 'reg_method': 'logistic'}",0.05
indicator_strat_creator,strat_optimizer,"{'momentum': 6, 'reg_method': 'poly'}",0.05
indicator_strat_creator,strat_optimizer,"{'momentum': 12, 'reg_method': 'lasso'}",0.03
indicator_strat_creator,strat_optimizer,"{'momentum': 7, 'reg_method': 'linear'}",0.05
indicator_strat_creator,strat_optimizer,"{'momentum': 11, 'reg_method': 'linear'}",0.03
indicator_strat_creator,strat_optimizer,"{'momentum': 14, 'reg_method': 'elastic_net'}",0.03
indicator_strat_creator,strat_optimizer,"{'momentum': 6, 'reg_method': 'logistic'}",0.06
indicator_strat_creator,strat_optimizer,"{'momentum': 6, 'reg_method': 'elastic_net'}",0.05
indicator_strat_creator,strat_optimizer,"{'momentum': 6, 'reg_method': 'linear'}",0.05
indicator_strat_creator,strat_optimizer,"{'momentum': 12, 'reg_method': 'no_regression'}",0.02
indicator_strat_creator,strat_optimizer,"{'sma_window': 9, 'threshold': 0.08669826478615386, 'reg_method': 'bayesian'}",0.02
indicator_strat_creator,strat_optimizer,"{'sma_window': 10, 'threshold': 0.061278254772552984, 'reg_method': 'bayesian'}",0.02
indicator_strat_creator,strat_optimizer,"{'sma_window': 14, 'threshold': 0.024281637073494934, 'reg_method': 'bayesian'}",0.03
indicator_strat_creator,strat_optimizer,"{'sma_window': 6, 'threshold': 0.06661702997860716, 'reg_method': 'poly'}",0.02
indicator_strat_creator,strat_optimizer,"{'sma_window': 20, 'threshold': 0.06647726576352202, 'reg_method': 'logistic'}",0.02
indicator_strat_creator,strat_optimizer,"{'sma_window': 11, 'threshold': 0.01323869499211283, 'reg_method': 'logistic'}",0.01
indicator_strat_creator,strat_optimizer,"{'sma_window': 6, 'threshold': 0.08683632356564668, 'reg_method': 'no_regression'}",0.01
indicator_strat_creator,strat_optimizer,"{'sma_window': 10, 'threshold': 0.06625089049343422, 'reg_method': 'bayesian'}",0.02
indicator_strat_creator,strat_optimizer,"{'sma_window': 8, 'threshold': 0.02347278650910876, 'reg_method': 'bayesian'}",0.02
indicator_strat_creator,strat_optimizer,"{'sma_window': 14, 'threshold': 0.03508224224475914, 'reg_method': 'ridge'}",0.03
indicator_strat_creator,strat_optimizer,"{'sma_window': 13, 'threshold': 0.02725620602049878, 'reg_method': 'svr'}",0.02
indicator_strat_creator,strat_optimizer,"{'sma_window': 14, 'threshold': 0.01911161600988015, 'reg_method': 'svr'}",0.01
indicator_strat_creator,strat_optimizer,"{'sma_window': 15, 'threshold': 0.021775367763427485, 'reg_method': 'elastic_net'}",0.03
indicator_strat_creator,strat_optimizer,"{'sma_window': 19, 'threshold': 0.09919915710228612, 'reg_method': 'linear'}",0.02
indicator_strat_creator,strat_optimizer,"{'sma_window': 11, 'threshold': 0.021584308435888273, 'reg_method': 'elastic_net'}",0.02
indicator_strat_creator,strat_optimizer,"{'sma_window': 11, 'threshold': 0.06824115291979528, 'reg_method': 'bayesian'}",0.02
indicator_strat_creator,strat_optimizer,"{'sma_window': 11, 'threshold': 0.0670497078039539, 'reg_method': 'bayesian'}",0.02
indicator_strat_creator,strat_optimizer,"{'sma_window': 9, 'threshold': 0.08010408899514336, 'reg_method': 'poly'}",0.02
indicator_strat_creator,strat_optimizer,"{'sma_window': 5, 'threshold': 0.02077070628574672, 'reg_method': 'no_regression'}",-0.0
indicator_strat_creator,strat_optimizer,"{'sma_window': 18, 'threshold': 0.022440815514495147, 'reg_method': 'svr'}",0.02
indicator_strat_creator,strat_optimizer,"{'sma_window': 17, 'threshold': 0.0628048448043403, 'reg_method': 'poly'}",0.03
indicator_strat_creator,strat_optimizer,"{'sma_window': 5, 'threshold': 0.02915847997422872, 'reg_method': 'no_regression'}",0.0
indicator_strat_creator,strat_optimizer,"{'sma_window': 7, 'threshold': 0.0471363612630529, 'reg_method': 'elastic_net'}",0.02
indicator_strat_creator,strat_optimizer,"{'sma_window': 7, 'threshold': 0.03479180917563582, 'reg_method': 'no_regression'}",0.01
