strat_name,opti,params_strat,sharpe
indicator_strat_creator,strat_optimizer,"{'sma_window': 18, 'threshold': 0.06429208108091133, 'reg_method': 'logistic'}",-0.01
indicator_strat_creator,strat_optimizer,"{'sma_window': 17, 'threshold': 0.055773034417051726, 'reg_method': 'bayesian'}",-0.02
indicator_strat_creator,strat_optimizer,"{'sma_window': 5, 'threshold': 0.024293034835122372, 'reg_method': 'logistic'}",0.02
indicator_strat_creator,strat_optimizer,"{'sma_window': 11, 'threshold': 0.026699534394228175, 'reg_method': 'ridge'}",-0.03
indicator_strat_creator,strat_optimizer,"{'sma_window': 8, 'threshold': 0.0665184451506148, 'reg_method': 'logistic'}",-0.01
indicator_strat_creator,strat_optimizer,"{'sma_window': 19, 'threshold': 0.041293846920729946, 'reg_method': 'svr'}",-0.0
indicator_strat_creator,strat_optimizer,"{'sma_window': 5, 'threshold': 0.011395349247199288, 'reg_method': 'bayesian'}",-0.03
indicator_strat_creator,strat_optimizer,"{'sma_window': 6, 'threshold': 0.03880109642900691, 'reg_method': 'ridge'}",-0.03
indicator_strat_creator,strat_optimizer,"{'sma_window': 5, 'threshold': 0.06782064872900996, 'reg_method': 'bayesian'}",-0.03
indicator_strat_creator,strat_optimizer,"{'sma_window': 7, 'threshold': 0.08159984624162199, 'reg_method': 'no_regression'}",0.0
indicator_strat_creator,strat_optimizer,"{'sma_window': 5, 'threshold': 0.03012058251733362, 'reg_method': 'elastic_net'}",-0.03
indicator_strat_creator,strat_optimizer,"{'sma_window': 13, 'threshold': 0.058834676598076584, 'reg_method': 'lasso'}",-0.03
indicator_strat_creator,strat_optimizer,"{'sma_window': 16, 'threshold': 0.016820832995746347, 'reg_method': 'elastic_net'}",-0.02
indicator_strat_creator,strat_optimizer,"{'sma_window': 9, 'threshold': 0.08712727338024813, 'reg_method': 'ridge'}",-0.03
indicator_strat_creator,strat_optimizer,"{'sma_window': 10, 'threshold': 0.023503821197339073, 'reg_method': 'poly'}",-0.03
indicator_strat_creator,strat_optimizer,"{'sma_window': 12, 'threshold': 0.06129044128380188, 'reg_method': 'elastic_net'}",-0.02
indicator_strat_creator,strat_optimizer,"{'sma_window': 15, 'threshold': 0.07698836872732746, 'reg_method': 'ridge'}",-0.02
indicator_strat_creator,strat_optimizer,"{'sma_window': 16, 'threshold': 0.08834306185611733, 'reg_method': 'bayesian'}",-0.02
indicator_strat_creator,strat_optimizer,"{'sma_window': 17, 'threshold': 0.04628290735576765, 'reg_method': 'lasso'}",-0.02
